University,Academic Boycotter Name,Auto Increment
Columbia University/Barnard College,Hamid Dabashi,366
Columbia University/Barnard College,Ann Douglas,367
Columbia University/Barnard College,Nadia Abu El-Haj,368
Columbia University/Barnard College,Kevin Fellezs,369
Columbia University/Barnard College,Katherine Franke,370
Columbia University/Barnard College,Stathis Gourgouris,372
Columbia University/Barnard College,Wael Hallaq,373
Columbia University/Barnard College,Marianne Hirsch,374
Columbia University/Barnard College,Elizabeth Irwin,375
Columbia University/Barnard College,Rebecca Jordan-Young,376
Columbia University/Barnard College,Rhoda Kanaaneh,377
Columbia University/Barnard College,Rashid Khalidi,378
Columbia University/Barnard College,Mahmood Mamdani,379
Columbia University/Barnard College,Joseph Massad,380
Columbia University/Barnard College,Brinkley Messick,381
Columbia University/Barnard College,Timothy Mitchell,382
Columbia University/Barnard College,Elizabeth Povinelli,384
Columbia University/Barnard College,Anupama Rao,385
Columbia University/Barnard College,Bruce Robbins,386
Columbia University/Barnard College,Prantik Saha,387
Columbia University/Barnard College,George Saliba,388
Columbia University/Barnard College,James Schamus,389
Columbia University/Barnard College,David Scott,390
Columbia University/Barnard College,Audra Simpson,391
Columbia University/Barnard College,Gayatri Spivak,392
Columbia University/Barnard College,Neferti Tadiar,393
Columbia University/Barnard College,Gauri Viswanathan,395
Columbia University/Barnard College,Paige West,396
Columbia University/Barnard College,Nadia Latif,537
Columbia University/Barnard College,Thea Abu El-Haj,814
Columbia University/Barnard College,Sarah Haley,1390
Columbia University/Barnard College,Gil Hochberg,2062
Columbia University/Barnard College,Alexandra Watson,2390
Columbia University/Barnard College,Anooradha Iyer Siddiqi ,2391
Columbia University/Barnard College,Celia Oyler,2392
Columbia University/Barnard College,Edgar Rivera Colon ,2393
Columbia University/Barnard College,Hiba Bou Akar ,2394
Columbia University/Barnard College,Jack Halberstam,2395
Columbia University/Barnard College,Jennifer Lena,2396
Columbia University/Barnard College,Mabel O. Wilson,2397
Columbia University/Barnard College,Maddie Neufeld,2398
Columbia University/Barnard College,Manijeh Moradian ,2399
Columbia University/Barnard College,Paige M. Johnson,2402
Columbia University/Barnard College,Premilla Nadasen,2403
Columbia University/Barnard College,Saidiya Hartman,2404
Columbia University/Barnard College,Sandra Schmidt,2405
Columbia University/Barnard College,Sudipta Kaviraj,2406
Columbia University/Barnard College,Saad Saad,4142
Columbia University/Barnard College,Lila Abu Lughod,4464
Columbia University/Barnard College,Amy Chazkel,4469
Columbia University/Barnard College,Christina Heatherton,4472
Columbia University/Barnard College,Marwa Elshakry,4528
Columbia University/Barnard College,Debbie Becher,4529
Columbia University/Barnard College,Bahia Munem,4530
Columbia University/Barnard College,Zahra Khan,4550
Community College of Philadelphia,Simone Zelitch,2409
Connecticut College,Mónika López Anuarbe ,2411
Cooper Union,Doug Ashford,3682
Cooper Union,Nora Akawi,3683
Cornell University,Mary Pat Brady,398
Cornell University,Eric Cheyfitz,400
Cornell University,Grant Farred,401
Cornell University,Kate McCullough,404
Cornell University,Viranjini Munasinghe,405
Cornell University,Lucinda Ramberg,406
Cornell University,Russell Rickford,407
Cornell University,Sofia Villenas,409
Cornell University,Marina Welker,410
Cornell University,Chloe Ahmann,2412
Cornell University,Eli Friedman,2413
Cornell University,Iftikhar Dadi,2414
Cornell University,Shannon Gleeson,2415
Cornell University,Timothy Murray,2416
Cornell University,Christine Bacareza Balance,2417
Cornell University,Samia Henni,2418
Cornell University,Jodi Byrd,3328
Cornell University,Daniel Hirschman,4383
Cornell University,Nikhil Sahoo,4542
Creighton University,Surbhi Malik,412
Creighton University,Angela J. Lederach,2419
Dartmouth College,Eng-Beng Lim,413
Dartmouth College,Christopher MacEvitt,414
Dartmouth College,Jodi Kim,1155
Dartmouth College,Abigail H. Neely ,2622
Dartmouth College,Annelise Irleck,2623
Dartmouth College,Bethany Moreton,2624
Dartmouth College,Golnar Nikpour,2625
Dartmouth College,Jorell Meléndez-Badillo,2627
Dartmouth College,Jorge E. Cuéllar,2628
Dartmouth College,Laura Edmondson,2629
Dartmouth College,Mary K. Coffey,2631
Dartmouth College,Mingwei Huang,2632
Dartmouth College,Misagh Parsa,2633
Dartmouth College,Najwa Mayer,2634
Dartmouth College,Pamela Voekel,2635
DePaul University,Laila Farah,418
DePaul University,Kalyani Menon,419
DePaul University,Jesse Mumm,420
DePaul University,Ann Russo,421
DePaul University,Ali-Reza Mirsajadi ,2637
DePaul University,Sanjukta Mukherjee,2639
DePauw University,Sahar D. Sattarzadeh,2640
Delaware Valley College,Sheena Sood,3128
Denison University,Isis Nusair,416
Denison University,Leslie Hempson,2636
Dickinson College,Ebru Kongar,2641
Dominican University,Sister Peggy Ryan,2642
Drew University,Jennifer Olmsted,422
Drew University,Hadi Gharabaghi,2643
Duke University,Frances Hasso,426
Duke University,Engseng Ho,427
Duke University,Mohsen Kadivar,428
Duke University,Nancy Kalow,429
Duke University,Kimberly Lamm,430
Duke University,Ralph Litzinger,431
Duke University,Wahneema H. Lubiano,432
Duke University,Abdeslam Maghraoui,433
Duke University,Kathryn Mathers,434
Duke University,Lorand Matory,435
Duke University,David Need,436
Duke University,Svati P. Shah,438
Duke University,Priscilla Wald,440
Duke University,Ara Wilson,441
Duke University,Eli Meyerhoff,2175
Duke University,Ellen McLarney,2646
Duke University,Joseph Richard Winters,2647
Duke University,Leo Ching,2648
Duke University,Mark Anthony Neal,2649
Duke University,Nima Bassiri,2650
Duke University,Ram Oren,2651
Duke University,Rebecca L. Stein,2652
Duke University,Walter D. Mignolo,2653
Earlham College,Joanna Swanger,442
East Carolina University,Mona L. Russell,2655
East Tennessee State University,Martha Copp,3692
Eastern Michigan University,Elizabeth Currans,444
Eastern Washington University,Michael Zukosky,446
Emerson College,Yasser Munif,447
Emerson College,John Trimbur,448
Emerson College,Nelli Sargsyan,2656
Emerson College,Vinicius Navarro,2657
Emory University,Michael G Peletz,450
Emory University,Khalid Salaita,452
Emory University,Bisan Salhi,453
Emory University,Kadji Amin,949
Emory University,Janeria Easley,2659
Emory University,Jinsook Kim,3437
Evergreen State College,Peter Bohmer,454
Evergreen State College,Arun Chandra,455
Evergreen State College,Savvina Chowdhury,456
Evergreen State College,Amjad Faur,458
Evergreen State College,Anne Fischel,459
Evergreen State College,Zoltan Grossman,462
Evergreen State College,Grace Huerta,464
Evergreen State College,Naima Lowe,465
Evergreen State College,Alice Nelson,468
Evergreen State College,Lin Nelson,469
Evergreen State College,Steve Niva,470
Evergreen State College,Michael Vavrus,471
Evergreen State College,Anthony Zaragoza,472
Fairleigh Dickinson University,Riad Nasser,473
Ferris State University,Marina Pavletic,2660
Florida Institute Of Technology,Hamid Hefazi,475
Florida International University,Nandini Dhar,476
Florida International University,Mark Padilla,477
Florida International University,Jean Muteba Rahier,478
Florida International University,Alexander D. Barder,2661
Florida International University,Kevin Grove,2662
Florida International University,Martha Schoolman,2663
Florida State University,Jamila Horabin,480
Florida State University,Corbin Treacy,481
Florida State University,Tarez Samra Graban,2664
Florida State University,Shantel Gabrieal Buggs ,2665
Fordham University,Sarah Eltantawi,457
Fordham University,Hugo Benavides,482
Fordham University,Bernadette Bucher,483
Fordham University,Christopher GoGwilt,484
Fordham University,Glenn Hendler,485
Fordham University,Julie Kim,486
Fordham University,Fawzia Mustafa,487
Fordham University,Aseel Sawalha,488
Fordham University,Laura Wernick,489
Fordham University,Amanda Armstrong,1758
Fordham University,Zein Murib,2176
Fordham University,Samantha Iyer,2666
Fordham University,Dana Miller,4379
Fordham University,Goutam Gajula,4402
Franklin and Marshall College,Dennis Deslippe,490
Franklin and Marshall College,Van Gosse,491
Franklin and Marshall College,Tate LeFevre,492
Franklin and Marshall College,Eiman Zein-Elabdin,2668
Franklin and Marshall College,Eric Usner,2669
Franklin and Marshall College,John Modern,2670
Franklin and Marshall College,Jorge Mena-Ali,2671
Franklin and Marshall College,Katherine McClelland,2673
Franklin and Marshall College,Laura Shelton,2674
Franklin and Marshall College,Leanne Roncolato,2675
Franklin and Marshall College,Mark Villegas,2676
Franklin and Marshall College,Richard Reitan,2678
Franklin and Marshall College,Ryan Trainor,2680
Franklin and Marshall College,Shari Goldberg,2681
Franklin and Marshall College,SherAli Tareen,2682
Franklin and Marshall College,Stephanie McNulty,2683
Franklin and Marshall College,Stephen Cooper,2684
Franklin and Marshall College,Zeshan Ismat,2685
Franklin and Marshall College,James Strick,2686
Franklin and Marshall College,Sylvia Alajaji,2687
Franklin and Marshall College,Christopher John Williams,4364
Frostburg State University,Haiyun Ma,493
Furman University,Roger A. Sneed,2688
Gannon University,Kimberly Cavanagh,494
George Mason University,Bassam Haddad,496
George Mason University,Sumaiya Hamdani,497
George Mason University,Roger Lancaster,498
George Mason University,Cóilin Owens,501
George Mason University,Agnieszka Paczynska ,2690
George Washington University,Mona Atia,524
George Washington University,Erin D. Chapman,525
George Washington University,Ilana Feldman,526
George Washington University,Dina Rizk Khoury,527
George Washington University,Andrew Zimmerman,528
George Washington University,Barbara Miller,529
George Washington University,Shira Robinson,530
George Washington University,Robert Shepherd,531
George Washington University,Ayanna Thompson,532
George Washington University,Zein El-Amine,2141
George Washington University,Elisabeth Anker,2147
George Washington University,William Lafi Youmans,2178
George Washington University,Ali Nehme Hamdan,2692
George Washington University,Francesco Sinatora,2693
George Washington University,Abdullah Alaoudh,2694
George Washington University,Graham Auman Pitts,2695
George Washington University,Lara Sheehi,2696
George Washington University,Attiya Ahmad,4461
Georgetown University,Osama Abi-Mershed,503
Georgetown University,Lama Abu-Odeh,504
Georgetown University,Fida Adely,505
Georgetown University,Margot Badran,506
Georgetown University,Denise Brennan,507
Georgetown University,Jonathan Brown,508
Georgetown University,Ashley Cohen,509
Georgetown University,Elliott Colla,510
Georgetown University,Rochelle Davis,511
Georgetown University,John L. Esposito,512
Georgetown University,Elzbieta Gozdziak,513
Georgetown University,Yvonne Haddad,514
Georgetown University,Michael C. Hudson,515
Georgetown University,Amrita Ibrahim,516
Georgetown University,Laurie King,517
Georgetown University,Mark Lance,518
Georgetown University,Colin Parsons,519
Georgetown University,Mubbashir Rizvi,520
Georgetown University,Christine So,521
Georgetown University,Susan Terrio,522
Georgetown University,Judith E. Tucker,523
Georgetown University,Arjun Shankar,2697
Georgetown University,James A. Millward,2700
Georgetown University,Josh Ruebner,2701
Georgetown University,Marcos González Bartolomé,2702
Georgetown University,Marwa Daoudy,2703
Georgetown University,Nathan K. Hensley,2704
Georgetown University,Rosemary Ndubuizu,2705
Georgetown University,Nader Hashemi,3299
Georgetown University,K-Sue Park,3694
Georgetown University,Lydia X. Z. Brown,4182
Georgetown University,Melyssa Haffaf,4480
Georgetown University,Katherine Chandler,4481
Georgetown University,Melanie White,4482
Georgetown University,Lama Abu Odeh,4483
Georgetown University,Lois Wessel,4484
Georgetown University,Crystal Jing Luo,4485
Georgetown University,Mimi Khúc,4486
Georgetown University,Lahra Smith,4487
Georgetown University,Kwame Edwin Otu,4488
Georgetown University,Mimi Kirk,4489
Georgetown University,Noureddine Jebnoun,4490
Georgetown University,Joan Mandell,4491
Georgetown University,Nadia E. Brown,4492
Georgetown University,Greg Afinogenov,4493
Georgetown University,Sam Halabi,4494
Georgetown University,Amanda Phillips,4495
Georgetown University,Katrin Sieg,4496
Georgetown University,Tony Jenkins,4497
Georgetown University,Jeff Jacobs,4498
Georgetown University,Quill Kukla,4499
Georgetown University,Khaled Elgindy,4500
Georgetown University,Suzanne Pinckney Stetkevych,4501
Georgetown University,You-me Park,4502
Georgetown University,Dayo F. Gore,4552
Georgia Institute of Technology,Laura Bier,533
Georgia Institute of Technology,Ida Yoshinaga,1605
Georgia Institute of Technology,Andre Brock,2706
Georgia Institute of Technology,Mariam Asad,2707
Georgia Institute of Technology,Sherie Randolph,2708
Georgia Institute of Technology,Santana Afton,4538
Georgia State University,Brendan Balint,534
Georgia State University,Amira Jarmakani,535
Georgia State University,Tiffany King,536
Georgia State University,Akinjele Umoja,538
Georgia State University,Taylor Shelton,2709
Georgia State University,Leslie Whitmire,2710
Georgia State University,Mia M. Bloom ,2711
Gettysburg College,Janet Powers,539
Gettysburg College,Gina K. Velasco,540
Gettysburg College,Hakim Williams,2712
Gettysburg College,McKinley E. Melton,2713
Gettysburg College,Paul Austerlitz ,2714
Gettysburg College,Ty Redden,2715
Gettysburg College,Aisha Mershani ,2716
Gonzaga University,Bernadette Marie Calafell,2717
Goucher College,Flo Martin,541
Goucher College,Jazmine Contreras ,2718
Graceland University ,Raquel Moreira,3695
Grand Valley State University,Eric Covey,646
Guilford College,Diya Abdo,542
Hamilton College,Rand Carter,543
Hamilton College,Mariam Durrani,2719
Hampshire College,Margaret Cerullo,544
Hampshire College,Omar Dahi,545
Hampshire College,Nathalie Arnold Koenings,4589
Harper College,Issa Boulos,4167
Hartford Seminary,Hossein Kamaly,3696
Harvard University,Asad Ahmed,546
Harvard University,Nosheen Ali,547
Harvard University,Kevin Caffrey,548
Harvard University,Steven C. Caton,549
Harvard University,Courtney Cazden,550
Harvard University,Jean Comaroff,551
Harvard University,John Comaroff,552
Harvard University,Rowan Flad,553
Harvard University,Ousmane Kane,556
Harvard University,C.C. Lamberg-Karlovsky,557
Harvard University,Alice Rothchild,559
Harvard University,Sara Roy,560
Harvard University,Hajirah Saeed,561
Harvard University,Mary Steedly,562
Harvard University,Ajantha Subramanian,563
Harvard University,Lucien Taylor,564
Harvard University,Gary Urton,565
Harvard University,Anand Vaidya,566
Harvard University,Patrick Wolfe,567
Harvard University,Imani Perry,800
Harvard University,Osama Tanous,2658
Harvard University,Arianne Sedef Urus,2720
Harvard University,Diane L. Moore,2721
Harvard University,Ernst Karel,2722
Harvard University,Jennifer Leaning,2723
Harvard University,John Womack,2724
Harvard University,Kirsten Weld,2725
Harvard University,Lauren Kaminsky,2726
Harvard University,Marcelo Garzo Montalvo,2727
Harvard University,Morgan Day Frank,2728
Harvard University,Samuel Dolbee,2729
Harvard University,Soha Bayoumi,2730
Harvard University,Teren Sevea,2731
Harvard University,Timothy Patrick McCarthy,2732
Harvard University,Walter Johnson,2733
Harvard University,Andrea Wright,2734
Harvard University,Andrew Block,2735
Harvard University,Benjamin Bradlow,2736
Harvard University,Chance Bonar,2737
Harvard University,Rosie Bsheer,2738
Harvard University,Vijay Iyer,2739
Harvard University,Ida Yalzadeh,2872
Harvard University,Tracy K. Smith,2954
Harvard University,Swapna Kona Nayudu,4183
Harvard University,Amir Mohareb,4549
Harvard University,Richard Thomas,4602
Harvard University,Lorenzo Bondioli,4603
Harvard University,Max Weinreich,4604
Harvard University,Sidney Chalhoub,4605
Harvard University,Christopher Sturr,4606
Harvard University,Soham Patel,4607
Harvard University,Teodros Kiros,4608
Harvard University,Amanda Hannoosh Steinberg,4609
Harvard University,Leslie Fernandez,4610
Harvard University,Eleanor Craig,4611
Harvard University,Marisa Borreggine,4612
Harvard University,Jesse Howell,4613
Harvard University,Erik Baker,4614
Harvard University,Genevieve Butler,4615
Harvard University,Elizabeth Fieg,4616
Harvard University,Geoff Carens,4617
Harvard University,Meg King,4618
Harvard University,Rebecca Hogue,4619
Harvard University,Joe Glynias,4620
Harvard University,Lucy Lee,4621
Harvard University,Matylda Figlerowicz,4622
Harvard University,Shengwu Li,4623
Harvard University,Meryum Kazmi,4624
Harvard University,Eliza Holmes,4625
Harvard University,Tara Menon,4626
Harvard University,Hussein Rashid,4627
Harvard University,Reem Atassi,4628
Harvard University,Sadiya Gurhan,4629
Harvard University,Jennifer Brody,4630
Harvard University,Lara Jirmanus,4631
Harvard University,Khameer Kidia,4632
Harvard University,Bram Wispelwey,4633
Harvard University,Hibah Osman,4634
Harvard University,Malak Rafla,4635
Harvard University,Alisa Khan,4636
Harvard University,Nasrien E. Ibrahim,4637
Harvard University,Jim Recht,4638
Harvard University,Charles Corey Hardin,4639
Harvard University,Sadeq Rahimi,4640
Harvard University,Clyde Lanford Smith,4641
Harvard University,Huma Farid,4642
Harvard University,Jocelyn Ronda,4643
Harvard University,Jasleen Kaur,4644
Harvard University,Bassima Abdallah,4645
Harvard University,Haatem Reda,4646
Harvard University,Hyun-Hee Kim,4647
Harvard University,Farhana Sharmeen,4648
Harvard University,Ramesh Govindan,4649
Harvard University,Ramona Dvorak,4650
Harvard University,Takahiro Yamaguchi,4651
Harvard University,Karameh Kuemmerle,4652
Harvard University,Sarah Darghouth,4653
Harvard University,Michelle Morse,4654
Harvard University,Sherar Andalcio,4655
Harvard University,Jenny Wen,4656
Harvard University,Mahmoud AbuHazeem,4657
Harvard University,Hassan A Khalil,4658
Harvard University,Stephanie Preston,4659
Harvard University,Juliana Morris,4660
Harvard University,Farhana Sharmeen,4661
Harvard University,Andrew Hyatt,4662
Harvard University,Nadine Bahour,4663
Harvard University,Sawsan Abdulrahim,4664
Harvard University,Emy Takinami,4665
Harvard University,Adam Haber,4666
Harvard University,Christian Williams,4667
Harvard University,Duncan Kennedy,4668
Harvard University,Charlie Prodger,4669
Harvard University,Jennie C Stephens,4670
Harvard University,Shariqa Rahman,4671
Harvard University,Jennifer Nelson,4672
Harvard University,Jonathan Tuttle,4673
Harvard University,Francesca Wade,4674
Harvard University,Erin LaBove,4675
Harvard University,Christina Villarreal,4676
Harvard University,Hameedha Khan,4677
Harvard University,Cameron Seymour-Hawkins,4678
Harvard University,Ana María León,4679
Harvard University,Lauren Jappe,4680
Harvey Mudd College,David Seitz,2740
Haverford College,Benjamin Parris,568
Haverford College,Gustavus Stadler,569
Haverford College,Anna West,2741
Haverford College,Guangtian Ha,2742
Haverford College,Zainab Saleh,2743
Haverford College,Tarik Aougab,2744
Haverford College,Gina Velasco,4503
Haverford College,Lindsay Reckson,4504
Haverford College,Maud Burnett McInerney,4505
Haverford College,Aurelia Gómez Unamuno,4506
Haverford College,Qrescent Mali Mason,4507
Haverford College,Lina Martinez Hernandez,4508
Haverford College,Danielle Allor,4509
Haverford College,Talia Young,4510
Haverford College,Asali Solomon,4511
Haverford College,Gustavus Stadler,4512
Haverford College,Marlen Rosas,4513
Haverford College,Julian Jackson,4574
Haverford College,Prea Persaud,4585
Hobart and William Smith Colleges,Stephen Cope,570
Hobart and William Smith Colleges,Stacey Philbrick Yadav,571
Hobart and William Smith Colleges,Jodi Dean,2152
Hofstra University,Timothy Daniels,573
Hofstra University,Carolyn Eisenberg,574
Hofstra University,Sharryn Kasmir,575
Hofstra University,Martin Melkonian,576
Hofstra University,Sabina Sawhney,578
Hofstra University,Lee Zimmerman,579
Hofstra University,Vimala C. Pasupathi,2745
Hollins University,Angel Diaz Miranda,572
Hood College,Courtney Carter,580
Hood College,Simone Kolysb,2746
Houston Community College,Nick Rangel,3697
Humboldt State University,Guy Aronoff,581
Humboldt State University,Leena Dallasheh,582
Humboldt State University,Llyn Smith,583
Humboldt State University,Sara L. Chase Merrick,2747
Hussian College,Carole Standish Mora,3698
Icahn School of Medicine at Mount Sinai,Rebecca Powell,3699
Illinois Institute of Technology,Margaret MacDonald Power,584
Illinois State University,Christopher Breu,585
Illinois State University,Issam Nassar,586
Illinois State University,Joseph Zompetti,2748
Indiana University Bloomington,J. Kameron Carter,423
Indiana University Bloomington,Purnima Bose,591
Indiana University Bloomington,Jane Goodman,593
Indiana University Bloomington,Nur Amali Ibrahim,594
Indiana University Bloomington,Michael Martin,595
Indiana University Bloomington,David McDonald,596
Indiana University Bloomington,Anne Pyburn,598
Indiana University Bloomington,Ranu Samantrai,599
Indiana University Bloomington,David Suslak,602
Indiana University Bloomington,Kefaya Diab,2749
Indiana University Bloomington,Marissa J. Moorman,2750
Indiana University Bloomington,Paul C. Mishler,2751
Indiana University Bloomington,Mohamed Sayed,2752
Indiana University Bloomington,Seppo Niemi-Colvin,4539
Indiana University Purdue University Indianapolis (IUPUI),Edward E. Curtis IV,2753
Indiana University of Pennsylvania,Christine Baker,604
Iowa State University,Divinity O'Conner DLR-Roberts,588
Iowa State University,Nell Gabiam,589
Ithaca College,Patricia Rodriguez,2754
James Madison University,Christopher Foster,608
James Madison University,Manal A. Jamal,609
James Madison University,Lauren K. Alleyne,2755
James Madison University,Taimi Castle,2756
John Carroll University,Dr. Philip Metres,4424
Johns Hopkins University,Clara Han,610
Johns Hopkins University,Neil Hertz,611
Johns Hopkins University,Naveeda Khan,612
Johns Hopkins University,Christopher Nealon,613
Johns Hopkins University,Deborah Poole,614
Johns Hopkins University,Todd Shepard,615
Johns Hopkins University,Tamer El-Leithy,687
Johns Hopkins University,Nadia Nurhussein,1739
Johns Hopkins University,Amy Knowlton,2092
Johns Hopkins University,Carl Latkin,2111
Johns Hopkins University,Lisel Hintz,2757
Kalamazoo College,Espelencia Baptiste,616
Kalamazoo College,Anne Marie Butler,2759
Kalamazoo College,Elyse Yost,2760
Kalamazoo College,Adriana Garriga-López ,2761
Kean University,Nira Gupta-Casale,617
Keene State College,Sasha Davis,2762
Kent State University,Patrick Gallagher,618
Kent State University,Julio Pino,619
Kent State University,Joshua Stacher,620
Kent State University,Idris Kabir Syed,2763
Kent State University,Ikram Toumi,2764
Kent State University,Julie Mazzei,2765
Kent State University,Ikram Masmoudi ,3295
Kenyon College,Janet Ellis McAdams,621
Kenyon College,Vernon Schubel,622
Knox College,Jonah Rubin,2766
Knox College,Nancy Eberhardt,2767
Kutztown University,Kim Shively,623
Lafayette College,William Bissell,624
Lafayette College,Neha Vora,625
Lehigh University,Allison Mickel,2768
Lesley University,Meenakshi Chhabra,2769
Lewis and Clark College,Deborah Heath,626
Lewis and Clark College,Richard Rohrbaugh,627
Lone Star College,Gemini Wahhaj,3700
Long Island University,Jeanie Attie,628
Los Angeles Valley College,George Leddy,629
Louisiana State University,David Chicoine,630
Louisiana State University,Micha Rahder,631
Louisiana State University,Bryan McCann,2770
Louisiana State University,Irene Brisson,3367
Loyola Marymount University,Najwa al-Qattan,632
Loyola Marymount University,Andrew Dilts,2154
Loyola Marymount University,Sina Kramer,2165
Loyola Marymount University,Nadia Kim,2771
Loyola University Chicago,Judith Wittner,634
Loyola University Chicago,Laura Durnell,2638
Loyola University Maryland,Sara Scalenghe,633
Loyola University Maryland,Kaye Wise Whitehead ,2772
Macalester College,Paul Dosh,635
Macalester College,Duchess Harris,636
Macalester College,Peter Rachleff,637
Manhatanville College,David Futman,3701
Marian University ,Wesley Bishop,3702
Marquette University,Louise Cainkar,638
Marquette University,Jodi Melamed,639
Marquette University,Anthony Peressini,640
Marquette University,Sumana Chattopadhyay,2773
Marquette University,Jodi Melamed ,4420
Mary Baldwin University,Molly Seremet,3703
Massachusetts Institute of Technology,Stefan Helmreich,642
Massachusetts Institute of Technology,Heather Paxson,643
Massachusetts Institute of Technology,Abha Sur,644
Massachusetts Institute of Technology,Christine Walley,645
Massachusetts Institute of Technology,Adam Subhas,4580
Massachusetts Institute of Technology,Sophie Hines,4587
Medical College of Wisconsin ,Krisjon Olson,3704
Mercer University,Davielle Lakind,3705
Merrimack College,Simona Sharoni,946
Metropolitan State University of Denver,Sonny Dhoot,2774
Michigan State University,M. Jamil Hanifi,648
Michigan State University,Salah D. Hassan,649
Michigan State University,Joseba Gabilondo,650
Michigan State University,Monir Moniruzzaman,651
Michigan State University,Malea Powell,652
Michigan State University,Linda Sayed,711
Michigan State University,Stephen Gasteyer,2777
Michigan Technological University,Muguel Levy,653
Middle Tennessee State University,Amy A Harris-Aber,2778
Middlebury College,Yumna Siddiqi,654
Middlebury College,Febe Armanios,2779
Middlebury College,Marion Wells,2781
Middlebury College,Sarah Rogers,2782
Mills College,Elmaz Abinader,655
Mills College,Déborah Berman-Santana,656
Mills College,Juliana Spahr,659
Mills College,Kathleen Walkup,660
Minnesota State University,Marissa Fernholz,3706
Misericordia University ,Ryan Watson,3707
Mississippi State University,Andrea Spain,661
Mississippi State University,Brian Williams,2784
Monmouth College,Petra Kuppinger,663
Monmouth University,Deanna Shoemaker,3708
Montana State University Bozeman,Joan Hoff,664
Montclair State University,Fawzia Afzal-Khan,665
Montclair State University,Jerise Fogel,666
Montclair State University,Grover Furr,668
Montclair State University,Christopher Matthews,669
Montclair State University,Mayida Zaal,2785
Montgomery College,Katya Salmi,3709
Mt. Holyoke College,Debbora Battaglia,672
Mt. Holyoke College,Daniel Czitrom,673
Mt. Holyoke College,Iyko Day,674
Mt. Holyoke College,David Hernandez,2786
Mt. Holyoke College,Lucas Wilson,2788
Mt. Holyoke College,Vanessa Rosa,2789
Mt. Holyoke College,Ren-yo Hwang,4517
Mt. Holyoke College,Andrea Lawlor,4518
Mt. Holyoke College,Elif Babül,4519
Mt. San Antonio College,John Norvell,1671
Mt. San Antonio College,Alixandria Lopez,2790
Muhlenberg College,Maura Finkelstein,658
New Jersey Institute of Technology,Ali Mili,676
New Mexico State University,Manal Hamzeh,677
New Mexico State University,Monte McCrossin,678
New York University,Bassam Abed,679
New York University,Sinan Antoon,680
New York University,Emily Apter,681
New York University,Finbarr Barry-Flood,682
New York University,Emanuela Bianchi,683
New York University,Paula Chakravartty,684
New York University,Arlene Davila,685
New York University,Lisa Duggan,686
New York University,Elaine Freedgood,689
New York University,Tejaswini Ganti,690
New York University,Michael Gilsenan,691
New York University,Marcial Godoy,692
New York University,Jeff Goodwin,693
New York University,Christine Harrington,695
New York University,Rebecca Karl,696
New York University,Arang Keshavarzian,697
New York University,Julie Livingston,699
New York University,Zachary Lockman,700
New York University,Ritty Lukose,701
New York University,Jennifer Morgan,704
New York University,Mary Nolan,705
New York University,Crystal Parikh,707
New York University,Timothy J. Reiss,708
New York University,Andrew Ross,709
New York University,Maria-Josefina Saldana-Portillo,710
New York University,Ella Shohat,712
New York University,Nikhil Pal Singh,713
New York University,Noelle Stout,714
New York University,Helga Tawil-Souri,715
New York University,Gregory Vargo,716
New York University,Ezequiel Vinao,717
New York University,Daniel Walkowitz,718
New York University,Jini Watson,719
New York University,Barbara Weinstein,720
New York University,Michael A. Westerman,721
New York University,Edward Ziter,722
New York University,Angela Zito,723
New York University,Laura Harris,1416
New York University,Fred Moten,1423
New York University,Ceren Ozgul,1774
New York University,Manu Goswami,2073
New York University,John King,2077
New York University,Dean Saranillio,2143
New York University,Ali Mirsepassi,2179
New York University,Linnéa Hussein,2410
New York University,Lara Saguisag,2500
New York University,Ada Ferrer,2791
New York University,Andrea Gadberry,2793
New York University,Anna McCarthy,2794
New York University,Ara H. Merjian,2795
New York University,Avital Ronell,2796
New York University,Carol Anne Spreen,2797
New York University,Catherine Coray,2798
New York University,David Larsen,2799
New York University,David Ludden,2800
New York University,Dina M. Siddiqi,2801
New York University,Dipti Desai,2802
New York University,Dipti Khera,2803
New York University,Eve Meltzer,2805
New York University,Gary Anderson,2806
New York University,Gayatri Gopinath,2807
New York University,George Schulman,2808
New York University,Gianpaolo Baiocchi,2809
New York University,Gwendolyn Alker,2810
New York University,Hala Halim,2811
New York University,Hannah Gurman,2812
New York University,Ikaika Ramones,2813
New York University,Jacob Farber,2814
New York University,James S. Uleman,2815
New York University,Jeffrey T. Sammons,2816
New York University,Jim Uleman,2817
New York University,John Archer,2818
New York University,John Waters,2819
New York University,Kathy Engel,2820
New York University,Kristin Horton,2821
New York University,Kwami Coleman,2822
New York University,L’Heureux Lewis-McCoy,2823
New York University,Lenora Hanson,2824
New York University,Lisa M. Stulberg,2825
New York University,Ludovic Righetti,2826
New York University,Mara Mills,2827
New York University,María Josefina Saldaña-Portillo,2828
New York University,Marie Cruz,2829
New York University,Marita Sturken,2830
New York University,Marta Peixoto,2831
New York University,Mercy Agyepong,2832
New York University,Meredith Whittaker,2833
New York University,Michel Nieva,2834
New York University,Michelle Castañeda,2835
New York University,Miriam Margarita Basilio Gaztambide,2836
New York University,Mohamad Bazzi,2837
New York University,Nader Uthman,2838
New York University,Natasha Iskandar,2840
New York University,Nicholas Mirzhoeff,2841
New York University,Nicholas Rynearson,2842
New York University,Nina Cornyetz,2843
New York University,Rosalind Fredericks,2845
