University,Academic Boycotter Name,Auto Increment
University of California System,James Kyung-Jin Lee,4595
University of Central Florida,Jennifer Sandoval,3260
University of Chicago,Hoda El-Shakry,778
University of Chicago,Hussein Ali Agrama,1497
University of Chicago,Julie Chu,1499
University of Chicago,Jennifer Cole,1500
University of Chicago,Michael Dietler,1502
University of Chicago,Joe Masco,1507
University of Chicago,William Mazzarella,1508
University of Chicago,William J. T. Mitchell,1509
University of Chicago,Kaushik Sunder Rajan,1510
University of Chicago,Christopher Taylor,1513
University of Chicago,Lisa Wedeen,1515
University of Chicago,Britta Anderson,2139
University of Chicago,Adom Getachew,2157
University of Chicago,Aaron G. Jakes,3135
University of Chicago,Ryan Cecil Jobson,3261
University of Chicago,Sophia Azeb,3262
University of Chicago,Tina Post,3263
University of Chicago,Alireza Doostdar,3264
University of Chicago,Darryl Li,3266
University of Chicago,Donald Whitcomb,3267
University of Chicago,Francois Richard,3268
University of Chicago,Heather Keenleyside ,3269
University of Chicago,Janet H. Johnson,3270
University of Chicago,Julie Orlemanski,3271
University of Chicago,Kaneesha Parsard,3272
University of Chicago,Miguel Martinez,3273
University of Chicago,Noel Blanco Mourelle,3274
University of Chicago,Noha Forster,3275
University of Chicago,Paola Lovene,3276
University of Chicago,Robert L. Kendrick,3277
University of Chicago,Sarah Pierce Taylor,3278
University of Chicago,Seth Brodsky,3279
University of Chicago,Tamara Golan,3281
University of Chicago,Zosia Krusberg,3283
University of Chicago,Denis Hirschfeldt,4541
University of Chicago,Allyson Nadia Field,4543
University of Chicago,Maliha Chishti,4546
University of Chicago,Karlyn Gorski,4553
University of Cincinnati,Amy Elder,1516
University of Cincinnati,Lisa Maria Hogeland,1517
University of Cincinnati,Stephanie Lam,3284
University of Colorado Boulder,Andrea Dyrness,1000
University of Colorado Boulder,Cheryl Higashida,1527
University of Colorado Boulder,Carla Jones,1528
University of Colorado Boulder,Karim Matar,1529
University of Colorado Boulder,Carole McGranahan,1530
University of Colorado Boulder,Janice Peck,1531
University of Colorado Boulder,Kaifa Roland,1532
University of Colorado Boulder,John M. Willis,1533
University of Colorado Boulder,Beverly Weber,3285
University of Colorado Boulder,Levi Thompson,3286
University of Colorado Boulder,Nishant Upadhyay,3287
University of Colorado Boulder,Amber Kelsie,3590
University of Colorado Boulder,Maryam Jamshidi,4473
University of Colorado Boulder,Padi Fuster Aguilera,4571
University of Colorado System,Cheryl Higashida,1518
University of Colorado System,Carla Jones,1519
University of Colorado System,Karim Matar,1520
University of Colorado System,Carole McGranahan,1521
University of Colorado System,Glen Morris,1522
University of Colorado System,Marty Otañez,1523
University of Colorado System,Janice Peck,1524
University of Colorado System,Kaifa Roland,1525
University of Colorado System,John M. Willis,1526
University of Colorado System,Maryam Jamshidi,3302
University of Colorado System,Padi Fuster Aguilera,4572
"University of Colorado, Denver",Glen Morris,1534
"University of Colorado, Denver",Marty Otañez,1535
University of Connecticut,Cesar Abadia,1536
University of Connecticut,Shringarpure Bhakti,1537
University of Connecticut,Jason Chang,1538
University of Connecticut,Melina Pappademos,1540
University of Connecticut,Merrill Singer,1542
University of Connecticut,Lynne Tirrell,1748
University of Connecticut,Jane Gordon,2159
University of Connecticut,Fred Lee,2166
University of Connecticut,Nelson Maldonado-Torres,3018
University of Connecticut,David G. Embrick,3288
University of Connecticut,Khamis Abu-Hasaballah,3289
University of Connecticut,Nicola Carpentieri,3290
University of Connecticut,Elena Comay del Junco ,3291
University of Connecticut,Maha Darawsha,3292
University of Dayton,Ellen Fleischmann,1547
University of Dayton,Shannon Toll,3293
University of Dayton,Vernellia Randall,3294
University of Delaware,Muqtedar Khan,1544
University of Delaware,Ikram Masmoudi,1545
University of Denver,Santhosh Chandrashekar,1546
University of Denver,Alan Gilbert,3296
University of Denver,Haider A. Khan,3298
University of Denver,Sophia P. Sarantakos,3300
University of Detroit Mercy,Prasad Venugopal,3301
"University of Florida, Gainesville",Richard Burt,1548
"University of Florida, Gainesville",Kim Emery,1549
"University of Florida, Gainesville",Michael Leslie,1550
"University of Florida, Gainesville",Leah Rosenberg,1551
"University of Florida, Gainesville",Malini Johar Schueller,1552
"University of Florida, Gainesville",Phillip Wegner,1553
"University of Florida, Gainesville",Gwendolyn Zoharah-Simmons,1554
"University of Florida, Gainesville",Steven Klein,2164
"University of Florida, Gainesville",Willie Wright,3035
University of Georgia,Nik Heynen,1555
University of Georgia,LeAnne Howe,1556
University of Georgia,Ed Pavlic,1557
University of Hartford,Lauren Cook,1558
University of Hawaii Manoa,Marie Alohalani-Brown,1562
University of Hawaii Manoa,Cristina Bacchilega,1564
University of Hawaii Manoa,Gaye Chan,1566
University of Hawaii Manoa,Brian Chung,1567
University of Hawaii Manoa,Kim Compoc,1568
University of Hawaii Manoa,Monisha Das Gupta,1569
University of Hawaii Manoa,Kahikina de Silva,1570
University of Hawaii Manoa,Jonna Eagle,1571
University of Hawaii Manoa,Farideh Farhi,1572
University of Hawaii Manoa,Cynthia Franklin,1573
University of Hawaii Manoa,Candace Fujikane,1574
University of Hawaii Manoa,J. Noelani Goodyear-Ka’opua,1575
University of Hawaii Manoa,Jairus Grove,1576
University of Hawaii Manoa,Ulla Hasagar,1577
University of Hawaii Manoa,Lee Kava,1578
University of Hawaii Manoa,Noel Kent,1579
University of Hawaii Manoa,Sankaran Krishna,1580
University of Hawaii Manoa,Roderick Labrador,1581
University of Hawaii Manoa,Laura E. Lyons,1582
University of Hawaii Manoa,Joyce Mariano,1584
University of Hawaii Manoa,Davianna McGregor,1585
University of Hawaii Manoa,Njoroge Njoroge,1586
University of Hawaii Manoa,Jonathan Kay Kamakawiwoʻole Osorio,1588
University of Hawaii Manoa,Craig Santos Perez,1589
University of Hawaii Manoa,Rich Rath,1590
University of Hawaii Manoa,Suzanna Reiss,1591
University of Hawaii Manoa,Shawna Ryan,1593
University of Hawaii Manoa,S. Shankar,1594
University of Hawaii Manoa,Nandita Sharma,1595
University of Hawaii Manoa,Noenoe Silva,1596
University of Hawaii Manoa,Caroline Sinavaiana,1597
University of Hawaii Manoa,Leslie Sponsel,1598
University of Hawaii Manoa,Ron Kekeha Solis,1599
University of Hawaii Manoa,John Smith,1600
University of Hawaii Manoa,Ty Kawika Tengan,1602
University of Hawaii Manoa,"Ronald Williams, Jr.",1604
University of Hawaii Manoa,John David Zuern,1606
University of Hawaii Manoa,Ethan Chang,3303
University of Hawaii Manoa,Nicole Grove,3304
University of Hawaii Manoa,Randle DeFalco,3305
University of Hawaii West O'Ahu,Carmen Nolte-Odhiambo,1607
University of Houston,Hosam Aboul-Ela,1608
University of Houston,Rachel Afi-Quinn,1609
University of Houston,Margot Backus,1610
University of Houston,Gerald Horne,1611
University of Houston,Auritro Majumder,1612
University of Houston,David McNally,3306
University of Houston,Nicholas De Genova,3307
University of Houston,Abdel Razzaq Takriti,3308
"University of Houston, Clear Lake",Christina V. Cedillo,3309
University of Illinois System,Mark Chiang,1636
University of Illinois System,Molly Doane,1637
University of Illinois System,Dennis Fox,1639
University of Illinois System,Jessica Greenberg,1640
University of Illinois System,Anna Guevarra,1641
University of Illinois System,Omur Harmansah,1642
University of Illinois System,Faye Harrison,1643
University of Illinois System,Linda Herrera,1644
University of Illinois System,Helen Jun,1645
University of Illinois System,Ronak K. Kapadia,1646
University of Illinois System,Susan Koshy,1647
University of Illinois System,Steven Marsh,1649
University of Illinois System,Nadine Naber,1650
University of Illinois System,Ellen Moodie,1651
University of Illinois System,Mimi Thi Nguyen,1652
University of Illinois System,A. Naomi Paik,1653
University of Illinois System,Junaid Rana,1654
University of Illinois System,Barbara Ransby,1655
University of Illinois System,Gayatri Reddy,1656
University of Illinois System,Gilberto Rosas,1657
University of Illinois Urbana Champaign,Jessica Greenberg,1625
University of Illinois Urbana Champaign,Faye Harrison,1626
University of Illinois Urbana Champaign,Linda Herrera,1627
University of Illinois Urbana Champaign,Susan Koshy,1628
University of Illinois Urbana Champaign,Ellen Moodie,1630
University of Illinois Urbana Champaign,Mimi Thi Nguyen,1631
University of Illinois Urbana Champaign,A. Naomi Paik,1632
University of Illinois Urbana Champaign,Junaid Rana,1633
University of Illinois Urbana Champaign,Gilberto Rosas,1634
University of Illinois Urbana Champaign,Jacki Thompson Rand,1663
University of Illinois Urbana Champaign,Eunjung Grace An,2886
University of Illinois at Chicago,Mark Chiang,1613
University of Illinois at Chicago,Molly Doane,1614
University of Illinois at Chicago,Anna Guevarra,1616
University of Illinois at Chicago,Omur Harmansah,1617
University of Illinois at Chicago,Helen Jun,1618
University of Illinois at Chicago,Ronak K. Kapadia,1619
University of Illinois at Chicago,Steven Marsh,1620
University of Illinois at Chicago,Nadine Naber,1621
University of Illinois at Chicago,Barbara Ransby,1622
University of Illinois at Chicago,Gayatri Reddy,1623
University of Illinois at Chicago,Kareem Rabie,2232
University of Illinois at Chicago,Lilia Fernandez,3011
University of Illinois at Chicago,Beth E Richie,3310
University of Illinois at Chicago,David Stovall,3311
University of Illinois at Chicago,Jeff Schuhrke,3312
University of Illinois at Chicago,Lynette A. Jackson,3313
University of Illinois at Chicago,Michael R. Jin,3314
University of Illinois at Chicago,Nicole Nguyen,3315
University of Illinois at Chicago,Rama Mantena,3316
University of Illinois at Chicago,Susila Gurusami,3317
University of Illinois at Chicago,A. Naomi Paik,3318
University of Illinois at Chicago,Amanda Lewis,3319
University of Illinois at Chicago,Andrea DaViera,3320
University of Illinois at Chicago,Elena Gutierrez,3321
University of Illinois at Chicago,Jane Rhodes,3322
University of Illinois at Chicago,Janet L Smith,3323
University of Illinois at Chicago,Jennifer Brier,3324
University of Illinois at Chicago,Julian Thompson ,3325
University of Illinois at Chicago,Rahim Kurwa,3326
University of Illinois at Springfield,Dennis Fox,1624
University of Iowa,Dennis Bricker,1659
University of Iowa,Elizabeth Heineman,1660
University of Iowa,Yasmine Ramadan,1662
University of Iowa,Kaden St Onge,3330
University of Iowa,Rima Afifi,3331
University of Iowa,Amal Shibli-Rahhal,3332
University of Kansas,Anna Neill,1665
University of Kansas,David Roediger,1666
University of Kansas,Sherrie Tucker,1667
University of Kentucky,Sarah Lyon,1668
University of Kentucky,Anna Secor,1669
University of Kentucky,Firaz Peer,3333
University of Kentucky,Sharon Yam,3334
University of Kentucky,Srimati Basu,4462
University of La Verne,William A. Cook,1670
University of Louisville,Amanuel Beyin,1672
University of Louisville,Ibrahim Imam,1673
University of Louisville,Julie Peteet,1674
University of Louisville,Cedric Merlin Powell ,3335
University of Maine,Deepika Marya,1675
"University of Maine, Farmington",T. Ann Kennedy,3737
University of Mary Washington,Farhang Rouhani,1676
University of Mary Washington,Ranjit Singh,1677
University of Maryland,Julie Green,1679
University of Maryland,Alexis Lothian,1680
University of Maryland,Sangeeta Ray,1682
University of Maryland,Quincy Mills,1984
University of Maryland,Ronald Zeigler,2137
University of Maryland,Solomon Comissiong,2138
University of Maryland,Asim Ali,2140
University of Maryland,Karin Alejandra Rosemblatt,2142
University of Maryland,Anny Gaul,3336
University of Maryland,Charles H. Manekin,3337
University of Maryland,Christina Hanhardt,3338
University of Maryland,Marjan Moosavi,3339
University of Maryland,Nancy Raquel Mirabal,3668
University of Maryland Baltimore County,Theo Gonzalvez,1683
University of Maryland Baltimore County,Mejdulene Shomali,1684
University of Maryland Baltimore County,Julie M. Zito,1685
University of Maryland Baltimore County,Adithyan Rajaraman,3341
University of Maryland Baltimore County,Kate Drabinski,3342
University of Maryland Baltimore County,Tania Lizarazo,3343
University of Maryland Francis King Carey School of Law,Matiangai Sirleaf,3340
University of Massachusetts Amherst,Laura Doyle,1686
University of Massachusetts Amherst,Aline Gubrium,1687
University of Massachusetts Amherst,Ruth Jennison,1689
University of Massachusetts Amherst,Sangeeta Kamat,1690
University of Massachusetts Amherst,Agustin Lao Montes,1692
University of Massachusetts Amherst,Asha Nadkarni,1693
University of Massachusetts Amherst,Hoang Phan,1694
University of Massachusetts Amherst,Jordana Rosenberg,1695
University of Massachusetts Amherst,Brit Rusert,1696
University of Massachusetts Amherst,Svati Shah,1697
University of Massachusetts Amherst,Jacqueline Urla,1699
University of Massachusetts Amherst,Joseph Levine,2091
University of Massachusetts Amherst,Adam Dahl,2151
University of Massachusetts Amherst,Stellan Vinthagen,2181
University of Massachusetts Amherst,Moon-Kie Jung,2182
University of Massachusetts Amherst,C.N. Le,3345
University of Massachusetts Amherst,Nicholas L. Caverly,3346
University of Massachusetts Boston,Ping-Ann Addo,1701
University of Massachusetts Boston,Pamela Annas,1703
University of Massachusetts Boston,Anneta Argyres,1704
University of Massachusetts Boston,Elsa Auerbach,1706
University of Massachusetts Boston,Anna Beckwith,1707
University of Massachusetts Boston,Chris Bobel,1708
University of Massachusetts Boston,Matthew Brown,1709
University of Massachusetts Boston,Elora Chowdhury,1711
University of Massachusetts Boston,Reyes Coll-Tellechea,1712
University of Massachusetts Boston,Amy Den-Ouden,1714
University of Massachusetts Boston,Doreen Drury,1716
University of Massachusetts Boston,Amani El Jack,1717
University of Massachusetts Boston,Leila Farsakh,1719
University of Massachusetts Boston,Kade Finnoff,1720
University of Massachusetts Boston,Christopher Fung,1721
University of Massachusetts Boston,Panayota Gounari,1722
University of Massachusetts Boston,Itai Halevi,1723
University of Massachusetts Boston,Claudia Heske,1724
University of Massachusetts Boston,John Hess,1725
University of Massachusetts Boston,Sandra Howland,1726
University of Massachusetts Boston,David Hunt,1727
University of Massachusetts Boston,Arjun Jayadev,1728
University of Massachusetts Boston,Larry Kaye,1730
University of Massachusetts Boston,Esther Kingston-Mann,1732
University of Massachusetts Boston,Steven Levine,1733
University of Massachusetts Boston,Jeffrey Melnick,1736
University of Massachusetts Boston,Askold Melnyczuk,1737
University of Massachusetts Boston,Louise Penner,1740
University of Massachusetts Boston,Rachel Lee Rubin,1741
University of Massachusetts Boston,Wendy Schoener,1742
University of Massachusetts Boston,Heike Schotten,1743
University of Massachusetts Boston,Rajini Srikanth,1745
University of Massachusetts Boston,Karen Suyemoto,1746
University of Massachusetts Boston,Lynnell Thomas,1747
University of Massachusetts Boston,Susan Tomlinson,1749
University of Massachusetts Boston,Joseph Torra,1750
University of Massachusetts Boston,Leonard von Morze,1751
University of Massachusetts Boston,Fadia Harik,2065
University of Massachusetts Boston,Luis Jimenez,2066
University of Massachusetts Boston,Paul Watanabe,2067
University of Massachusetts Boston,Marilyn Frankenstein,2184
University of Massachusetts Boston,Clark Taylor,2185
University of Massachusetts Boston,Ann Torke,2186
University of Massachusetts Boston,Ann Withorn,2187
University of Massachusetts Boston,Andrés Fabián Henao Castro,3348
University of Massachusetts Boston,Dana Francisco Miranda,3349
University of Massachusetts Boston,Eleanor Kutz,3350
University of Massachusetts Boston,Mark Pawlak,3351
University of Massachusetts Boston,Patrick Clarkin,3352
University of Massachusetts Boston,Sarah Hayes-Skelton,3353
University of Massachusetts Boston,Zsuzsanna Kaldy,3354
University of Massachusetts Boston,Devin Atallah,3355
University of Massachusetts Boston,Jeff Melnick,4523
University of Massachusetts Boston,Steve Striffler,4524
University of Massachusetts Dartmouth,Lisa Maya Knauer,1752
University of Massachusetts Lowell,Teresa Gonzales ,3738
University of Massachusetts Lowell,Urmitapa Dutta,3739
University of Memphis,Nabil Bayakly,1754
University of Memphis,Anna Falkner,3356
University of Memphis,Courtnee Melton-Fant,3357
University of Miami,Yolanda Martinez-San Miguel,822
University of Miami,Christina Civantos,1755
University of Miami,Lindsay Thomas,3358
University of Michigan,Kathryn Babayan,1759
University of Michigan,George Garcia,1764
University of Michigan,Matthew Hull,1767
University of Michigan,Katherine Jenckes,1768
University of Michigan,Alaina Lemon,1769
University of Michigan,Allan Lumba,1770
University of Michigan,Khaled Mattawa,1771
University of Michigan,Elizabeth Roberts,1775
University of Michigan,John Cheney-Lippold,2058
University of Michigan,Nancy A. Khalil,3359
University of Michigan,Savithry Namboodiripad,3360
University of Michigan,Umayyah Cable,3361
University of Michigan,Adi Saleem Bharat,3362
University of Michigan,Antoine G Traisnel,3363
University of Michigan,Charles H.F. Davis III,3364
University of Michigan,Clement Hawes,3365
University of Michigan,Holly Hughes,3366
University of Michigan,Joan Kee,3368
University of Michigan,Leila Kawar,3369
University of Michigan,Michael Lempert,3370
University of Michigan,Mrinalini Sinha,3371
University of Michigan,Samer Mahdy Ali,3372
University of Michigan,Sascha Crasnow,3373
University of Michigan,Su’ad Abdul Khabeer,3374
University of Michigan,Victor Román Mendoza,3378
University of Michigan,Yasmin Moll,3379
University of Michigan - Dearborn,Sally Howell,1779
University of Michigan - Dearborn,Brian McKenna,1780
University of Michigan - Dearborn,Amy Brainer,3380
University of Michigan - Dearborn,Maya Barak ,3381
University of Michigan - Flint,Jennifer Alvey,1781
University of Michigan - Flint,Hisyar Ozsoy,1782
University of Michigan - Flint,Benjamin Gaydos,3382
University of Minnesota Twin Cities,Martin F. Manalansan IV,1648
University of Minnesota Twin Cities,Vicente M. Diaz,1762
University of Minnesota Twin Cities,Aren Aizura,1783
University of Minnesota Twin Cities,Bruce Braun,1785
University of Minnesota Twin Cities,Timothy Brennan,1786
University of Minnesota Twin Cities,David Chang,1787
University of Minnesota Twin Cities,Keya Ganguly,1788
University of Minnesota Twin Cities,Serra Hakyemez,1789
University of Minnesota Twin Cities,Karen Ho,1790
University of Minnesota Twin Cities,Nabil Matar,1791
University of Minnesota Twin Cities,MJ Maynes,1792
University of Minnesota Twin Cities,Stuart McLean,1793
University of Minnesota Twin Cities,Kevin Murphy,1795
University of Minnesota Twin Cities,Sonali Pahwa,1796
University of Minnesota Twin Cities,Thomas Pepper,1797
University of Minnesota Twin Cities,Julia Robinson,1799
University of Minnesota Twin Cities,Sima Shakhsari,1802
University of Minnesota Twin Cities,Ajay Skaria,1803
University of Minnesota Twin Cities,David Valentine,1805
University of Minnesota Twin Cities,Robert Nichols,2177
University of Minnesota Twin Cities,Ceema Samimi,3385
University of Minnesota Twin Cities,Cindy Vang,3386
University of Minnesota Twin Cities,Joseph R. Farag,3387
University of Minnesota Twin Cities,Juliana Hu Pegues,3388
University of Minnesota Twin Cities,Katrien Vanpee,3389
University of Minnesota Twin Cities,Richa Nagar,3390
University of Minnesota Twin Cities,Rose Brewer,3391
University of Minnesota Twin Cities,Saida Abdi,3392
University of Minnesota Twin Cities,Rachmi Diyah Larasati,4573
University of Missouri,Deborah Cohen,1807
University of Missouri,Lynn Kim,3394
University of Missouri System- St. Louis,Deborah Cohen,1806
University of Missouri-Kansas City,Dan DiPiero,2891
University of Montana,Pardis Mahdavi,334
University of Montana,Kathleen Kane,1808
University of Montana,Kathryn Shanley,1809
"University of Nebraska, Lincoln",Lory J. Dance,3395
University of Nevada Las Vegas,Constancio Arnaldo,3396
University of Nevada Las Vegas,Ivan Sandoval-Cervantes,3397
University of Nevada Las Vegas,Richard Miller,3398
"University of Nevada, Reno",Emily Hobson,1810
"University of Nevada, Reno",Rafik Beekun,3399
University of New Hampshire,Barbara Larson,1811
University of New Hampshire,Jay L. Colbert,4176
University of New Mexico,Anzia Bennett,1812
University of New Mexico,Richard M. Berthold,1813
University of New Mexico,Amy L. Brandzel,1814
University of New Mexico,Erin Debenport,1815
University of New Mexico,Les W. Field,1816
University of New Mexico,Alyosha Goldstein,1817
University of New Mexico,Jeffrey C Long,1818
University of New Mexico,Christina Juhasz-Wood,1820
University of New Mexico,Andrea Mays,1821
University of New Mexico,Carole Nagengast,1822
University of New Mexico,Ilia Rodriguez,1823
University of New Mexico,Eleuterio Santiago-Diaz,1824
University of New Mexico,Daniel Schwartz,1825
University of New Mexico,Alyosha Goldstein,3400
University of New Mexico,Deepak Kapur,3401
University of New Mexico,Marygold Walsh-Dilley,3402
University of New Mexico,Michael Lechuga,3403
University of New Mexico,Nick Estes,3404
University of New Mexico,Tiffany Florvil,3405
University of New Orleans,Georgette Ioup,1826
University of New Orleans,Ana Croegaert,1827
University of North Alabama,Julia Bernier ,3652
University of North Carolina Asheville,John Colman Wood,1828
University of North Carolina Chapel Hill,Lisa Calvente,417
University of North Carolina Chapel Hill,Dwayne Dixon,425
University of North Carolina Chapel Hill,Neel Ahuja,1829
University of North Carolina Chapel Hill,Cemil Aydin,1830
University of North Carolina Chapel Hill,Florence Babb,1831
University of North Carolina Chapel Hill,Elyse Crystall,1832
University of North Carolina Chapel Hill,Emilio del Valle Escalante,1833
University of North Carolina Chapel Hill,Arturo Escobar,1834
University of North Carolina Chapel Hill,Juliane Hammer,1835
University of North Carolina Chapel Hill,Jennifer Ho,1836
University of North Carolina Chapel Hill,Hassan Melehy,1837
University of North Carolina Chapel Hill,Don Nonini,1838
University of North Carolina Chapel Hill,Sarah Shields,1839
University of North Carolina Chapel Hill,Ariana Vigil,1840
University of North Carolina Chapel Hill,Margaret Wiener,1841
University of North Carolina Chapel Hill,Nadia Yaqub,1842
University of North Carolina Chapel Hill,David Pier,3408
University of North Carolina Chapel Hill,Dirk Moses,3409
University of North Carolina Chapel Hill,Dorothea Heitsch,3410
University of North Carolina Chapel Hill,Emil’ Keme,3411
University of North Carolina Chapel Hill,Hong-An Truong,3412
University of North Carolina Chapel Hill,Mark Driscoll,3413
University of North Carolina Chapel Hill,Sara Smith,3414
University of North Carolina Chapel Hill,Tanya Jisa,3415
University of North Carolina Chapel Hill,Caroline Robinson,4579
University of North Carolina Charlotte,John Cox,3416
University of North Carolina Charlotte,William E. B. Sherman,3417
University of North Carolina Charlotte,Kristina Shull,3418
University of North Carolina Greensboro,Mark Elliot,1843
University of North Carolina Greensboro,Mark Rifkin,1844
University of North Carolina Greensboro,Cybelle H. McFadden,3406
University of North Carolina Greensboro,Sarah Praskievicz,3407
University of North Carolina Greensboro,Janine Jones,3419
University of North Carolina Greensboro,Jeremy A. Rinker,3420
University of North Carolina Greensboro,Neelofer Qadir,3421
University of North Carolina Greensboro,Zachary Levenson,3422
University of North Carolina Greensboro,Lisa Levenstein,3423
University of North Carolina Greensboro,RJ Boutelle,3424
University of North Texas,Jara Carrington,662
University of North Texas,Nada Shabout,1845
University of North Texas,Suzanne Enck,3425
University of Northern Colorado,Steven Seegel,3426
University of Northern Colorado,Ather Zia,3427
University of Notre Dame,Jessica Shumake,1042
University of Notre Dame,Meredith Chesson,1846
University of Notre Dame,Karen B. Graubart,1847
University of Notre Dame,Ian Kuijt,1848
University of Notre Dame,Sarah E. McKibben,1849
University of Notre Dame,Anand Pillay,1850
University of Notre Dame,Ebrahim Moosa,3428
University of Notre Dame,Gail Bederman,3429
University of Notre Dame,Atalia Omer,3430
University of Oklahoma,Amit R. Baishya,1851
University of Oklahoma,Daniela Garofalo,1852
University of Oklahoma,Siduri J. Haslerig,3431
University of Oregon,Michael Hames-Garcia,1854
University of Oregon,Sharon Luk,1855
University of Oregon,Laura Pulido,1891
University of Oregon,Joseph Lowndes,2169
University of Pennsylvania,Dagmawi Woubshet,411
University of Pennsylvania,S. Pearl Brilmyer,1853
University of Pennsylvania,Nancy Bentley,1856
University of Pennsylvania,David Eng,1857
University of Pennsylvania,Suvir Kaul,1859
University of Pennsylvania,David Kazanjian,1860
University of Pennsylvania,Ania Loomba,1861
University of Pennsylvania,Anne Norton,1862
University of Pennsylvania,Melissa Sanchez,1864
University of Pennsylvania,Chi-Ming Yang,1866
University of Pennsylvania,Ali Karjoo-Ravary,2357
University of Pennsylvania,Jamal J. Elias,3433
University of Pennsylvania,Fatemeh Shams,3435
University of Pennsylvania,Huda Fakhreddine ,3436
University of Pennsylvania,Sameera Syed,4581
University of Pittsburgh,Leigh Patel,35
University of Pittsburgh,Ruth Mostern,1409
University of Pittsburgh,Junyoung Verónica Kim,1661
University of Pittsburgh,Mohammed Bamyeh,1868
University of Pittsburgh,Kenneth Boas,1869
University of Pittsburgh,Paul Bové,1870
University of Pittsburgh,Neepa Majumdar,1873
University of Pittsburgh,Heath Cabot ,3438
University of Puget Sound,Gareth Barkin,1874
University of Puget Sound,Andrew Gardner,1875
University of Rhode Island,Carolyn Betensky,1876
University of Rhode Island,Hilda Llorens,1877
University of Rhode Island,Sara Murphy,2847
University of Richmond,Sheila Carapico,1878
University of Richmond,Nathan Snaza,1879
University of San Diego,John Halaka,1880
University of San Diego,Josen Masangkay Diaz,3439
University of San Francisco,Colette Cann,1958
University of San Francisco,Sadia Saeed,3440
University of San Francisco,KathleenKlaus,3441
University of San Francisco,Tamara Kneese ,3442
University of San Francisco,Kimberly Stoddard,4421
University of South Carolina,Jessica Barnes,1881
University of South Carolina,Drucilla K. Barker ,3443
University of South Florida,James D'Emilo,1897
University of South Florida,Brian Connolly,3444
University of South Florida,Darcie Fontaine,3445
University of South Florida,Mahuya Pal,3446
University of Southern California,Lan Duong,1096
University of Southern California,Evelyn Alsultany,1757
University of Southern California,Sarah Gualtieri,1883
University of Southern California,Edwin Hill,1884
University of Southern California,Kara Keeling,1885
University of Southern California,Neetu Khanna,1886
University of Southern California,Dorinne Kondo,1887
University of Southern California,Tara McPherson,1888
University of Southern California,Viet Nguyen,1889
University of Southern California,Panivong Norindr,1890
University of Southern California,John Carlos Rowe,1892
University of Southern California,George Salem,1893
University of Southern California,Daniel Tiffany,1895
University of Southern California,Juan De Lara,2096
University of Southern California,Christina Dunbar-Hester,3447
University of Southern California,Joshua Goldstein,3448
University of Southern California,Karen Tongson,3449
University of Southern California,Sarah Kessler,3450
University of Southern Maine,Amy M. Smith,3653
University of Southern Maine,Jason Read,3654
University of Southern Mississippi,Leila Hamdan,1896
University of St. Thomas,Andrew Klein,3098
University of St. Thomas,Amy C Finnegan,3451
University of Tennessee at Chattanooga,Fouad Moughrabi,3452
"University of Tennessee, Knoxville",Raja Swamy,1899
University of Texas Austin,Emily Drumsta,49
University of Texas Austin,Marina Peterson,770
University of Texas Austin,Cathy Schlund-Vials,1541
University of Texas Austin,Maria Cotera,1761
University of Texas Austin,Kamran Asdar Ali,1900
University of Texas Austin,Craig Campbell,1901
University of Texas Austin,Karma R. Chávez,1902
University of Texas Austin,Ward Keeler,1905
University of Texas Austin,Sofian Merabet,1906
University of Texas Austin,Circe Sturm,1908
University of Texas Austin,João H. Costa Vargas,1909
University of Texas Austin,Allen MacDuffie,3453
University of Texas Austin,Christen Smith,3454
University of Texas Austin,Iokepa Casumbal-Salazar,3456
University of Texas Austin,Mariah Wade,3457
University of Texas Austin,Stacey Sowards,3458
University of Texas Austin,Vox Jo Hsu,3459
University of Texas Austin,Lisa Moore,4591
University of Texas El Paso,Fatima Masoud,3655
University of Texas El Paso,J.D. Pluecker,3656
University of Texas Rio Grande Valley,Andrew Smith,3657
University of Texas San Antonio,Marc D. Perry,3460
University of Texas San Antonio,Kaitlin Popielarz,3461
University of Toledo,Donna Murdock,1912
University of Toledo,Ovamir Anjum,1913
University of Toledo,Peter Linebaugh,1914
University of Utah,Shireen Khazeni,1915
University of Utah,Diana Leong,1916
University of Utah,E. Krebs,3462
University of Utah,Maile Arvin,3463
University of Utah,Ryan Moran,3464
University of Vermont,Helen Scott,1918
University of Virginia,Ashon Crawley,1411
University of Virginia,Mrinalini Chakravorty,1919
University of Virginia,Tessa Farmer,1920
University of Virginia,Richard Handler,1921
University of Virginia,Thomas Klubock,1922
University of Virginia,Deborah E. McDowell,3465
University of Virginia,Fahad Ahmad Bishara,3466
University of Virginia,Kristina Richardson,4016
University of Washington,Brian McLaren,397
University of Washington,Chadwick Allen,1923
University of Washington,Anis Bawarshi,1924
University of Washington,Rachel Chapman,1926
University of Washington,Maria Elena Garcia,1928
University of Washington,Gillian Harkins,1929
University of Washington,Jessica Johnson,1931
University of Washington,Celia Lowe,1932
University of Washington,Jose Antonio Lucero,1933
University of Washington,Devon Peña,1934
University of Washington,Michael Perez,1935
University of Washington,Vincente Rafael,1936
University of Washington,Chandan Reddy,1937
University of Washington,Sonnett Retman,1938
University of Washington,Cabeiri Robinson,1939
University of Washington,Alys Weinbaum,1940
University of Washington,Sasha Welland,1941
