University Name,University Address,University Address : Street 1,University Address : Street 2,University Address : City,University Address : State,University Address : Zip,University Address : Country,University Address : Latitude,University Address : Longitude,University Number,Geographical Region,State
Georgia State University,"300 N Washington St Gettysburg, PA 17325",300 N Washington St,,Gettysburg,PA,17325,,39.83486,-77.23551,371,Northeast,Pennsylvania
Gettysburg College,"300 N Washington St Gettysburg, PA 17325",300 N Washington St,,Gettysburg,PA,17325,,39.83486,-77.23551,99,Northeast,Pennsylvania
Gonzaga University,"502 E Boone Ave Spokane, WA 99258",502 E Boone Ave,,Spokane,WA,99258,,47.66815,-117.40319,672,West,Washington
Goucher College,"1021 Dulaney Valley Rd Baltimore, MD 21204",1021 Dulaney Valley Rd,,Baltimore,MD,21204,,39.4094,-76.60051,100,South,Maryland
Governors State University,"1 University Pkwy University Park, IL 60484",1 University Pkwy,,University Park,IL,60484,,41.44619,-87.68218,778,Midwest,Illinois
Graceland University ,"1 University Pl Lamoni, IA 50140",1 University Pl,,Lamoni,IA,50140,,40.61637,-93.92294,617,Midwest,Iowa
Graduate Theological Union,"2400 Ridge Rd Berkeley, CA 94709",2400 Ridge Rd,,Berkeley,CA,94709,,37.87559,-122.26186,550,West,California
Grand Valley State University,"1 Campus Dr Allendale, MI 49401",1 Campus Dr,,Allendale,MI,49401,,42.96127,-85.88881,101,Midwest,Michigan
Gratz College,"7605 Old York Rd Melrose Park, PA 19027",7605 Old York Rd,,Melrose Park,PA,19027,,40.06688,-75.13328,775,Northeast,Pennsylvania
Green Mountain College,"1 Brennan Circle Poultney, VT 5764",1 Brennan Circle,,Poultney,VT,5764,,43.51654,-73.2402,102,Northeast,Vermont
Grinnell College,"1115 8th Ave Grinnell, IA 50112",1115 8th Ave,,Grinnell,IA,50112,,41.748886,-92.720653,524,Midwest,Iowa
Grossmont Community College,"8800 Grossmont College Dr El Cajon, CA 92020",8800 Grossmont College Dr,,El Cajon,CA,92020,,32.81612,-117.00696,673,West,California
Guilford College,"5800 West Friendly Avenue Greensboro, NC 27410",5800 West Friendly Avenue,,Greensboro,NC,27410,,36.09011,-79.88864,103,South,North Carolina
Hamilton College,"198 College Hill Road Clinton, NY 13323",198 College Hill Road,,Clinton,NY,13323,,43.05062,-75.40227,429,Northeast,New York
Hampshire College,"893 West St Amherst, MA 1002",893 West St,,Amherst,MA,1002,,42.32575,-72.53327,104,Northeast,Massachusetts
Harper College,"1200 W Algonquin Rd Palatine, IL 60067",1200 W Algonquin Rd,,Palatine,IL,60067,,42.07981,-88.07518,674,Midwest,Illinois
Hartford Seminary,"77 Sherman St Hartford, CT 6105",77 Sherman St,,Hartford,CT,6105,,41.76945,-72.70753,618,Northeast,Connecticut
Harvard University,"86 Brattle Street Cambridge, MA 2138",86 Brattle Street,,Cambridge,MA,2138,,42.37574,-71.1243,105,Northeast,Massachusetts
Harvey Mudd College,"301 Platt Boulevard Claremont, CA 91711",301 Platt Boulevard,,Claremont,CA,91711,,34.10559,-117.71126,106,West,California
Haverford College,"370 Lancaster Ave Haverford, PA 19041",370 Lancaster Ave,,Haverford,PA,19041,,40.013064,-75.301613,107,Northeast,Pennsylvania
Hebrew Union College-Jewish Institute of Religion,"3101 Clifton Avenue Cincinnati, OH 45220",3101 Clifton Avenue,,Cincinnati,OH,45220,,39.13705,-84.5206,108,Midwest,Ohio
High Point University,"1 N University Pkwy High Point, NC 27268",1 N University Pkwy,,High Point,NC,27268,,35.97255,-79.99553,720,Northeast,North Carolina
Hobart and William Smith Colleges,"300 Pulteney St Geneva, NY 14456",300 Pulteney St,,Geneva,NY,14456,,42.85943,-76.98573,512,Northeast,New York
Hofstra University,"1000 Fulton Ave Hempstead, NY 11549",1000 Fulton Ave,,Hempstead,NY,11549,,40.705027,-73.636308,109,Northeast,New York
Hollins University,"7916 Williamson Rd Roanoke, VA 24019",7916 Williamson Rd,,Roanoke,VA,24019,,37.35185,-79.94065,110,South,Virginia
Hood College,"401 Rosemont Ave Frederick, MD 21701",401 Rosemont Ave,,Frederick,MD,21701,,39.42022,-77.41987,431,South,Maryland
Houston Community College,"1990 Airport Blvd Houston, TX 77051",1990 Airport Blvd,,Houston,TX,77051,,29.64244,-95.38964,619,South,Texas
Howard County Community College,"10901 Little Patuxent Pkwy Columbia, MD 21044",10901 Little Patuxent Pkwy,,Columbia,MD,21044,,39.21596,-76.87977,772,Northeast,Maryland
Howard University,"2400 6th Street Northwest Washington, DC 20059",2400 6th Street Northwest,,Washington,DC,20059,,38.92314,-77.02158,111,South,"Washington, D.C."
Hudson County Community College,"70 Sip Ave Jersey City, NJ 07306",70 Sip Ave,,Jersey City,NJ,07306,,40.7307,-74.06243,763,Northeast,New Jersey
Humboldt State University,"1 Harpst Street Arcata, CA 95521",1 Harpst Street,,Arcata,CA,95521,,40.87399,-124.08153,432,West,California
Hussian College,"1500 Spring Garden St #101 Philadelphia, PA 19130",1500 Spring Garden St #101,,Philadelphia,PA,19130,,39.96202,-75.16404,620,Northeast,Pennsylvania
Icahn School of Medicine at Mount Sinai,"1 Gustave L. Levy Pl New York, NY 10029",1 Gustave L. Levy Pl,,New York,NY,10029,,40.79038,-73.95339,621,Northeast,New York
Idaho State University,"921 S 8th Ave Pocatello, ID 83209",921 S 8th Ave,,Pocatello,ID,83209,,42.86198,-112.4332,679,West,Idaho
Illinois Institute of Technology,"10 West 35th Street Chicago, IL 60616",10 West 35th Street,,Chicago,IL,60616,,41.830795,-87.630866,112,Midwest,Illinois
Illinois State University,"100 North University Street Normal, IL 61761",100 North University Street,,Normal,IL,61761,,40.510819,-88.993093,433,Midwest,Illinois
Indiana University Bloomington,"107 S Indiana Avenue Bloomington, IN 47405",107 S Indiana Avenue,,Bloomington,IN,47405,,39.16642,-86.52679,574,Midwest,Indiana
Indiana University of Pennsylvania,"1011 South Drive Indiana, PA 15705",1011 South Drive,,Indiana,PA,15705,,40.617385,-79.160054,434,Northeast,Pennsylvania
Indiana University Purdue University Fort Wayne,"2101 East Coliseum Boulevard Fort Wayne, IN 46805",2101 East Coliseum Boulevard,,Fort Wayne,IN,46805,,41.118265,-85.139684,401,Midwest,Indiana
Indiana University Purdue University Indianapolis (IUPUI),"420 University Blvd Indianapolis, IN 46202",420 University Blvd,,Indianapolis,IN,46202,,39.7739,-86.176,114,Midwest,Indiana
Iowa State University,"2433 Union Drive Ames, IA 50011",2433 Union Drive,,Ames,IA,50011,,42.025189,-93.651175,115,Midwest,Iowa
Irvine Valley College,"5500 Irvine Center Dr. Irvine, CA 92618",5500 Irvine Center Dr.,,Irvine,CA,92618,,33.67925,-117.77875,547,West,California
Ithaca College,"953 Danby Road Ithaca, NY 14850",953 Danby Road,,Ithaca,NY,14850,,42.42175,-76.50097,116,Northeast,New York
James Madison University,"800 S Main St Harrisonburg, VA 22807",800 S Main St,,Harrisonburg,VA,22807,,38.441,-78.87429,435,South,Virginia
John Carroll University,"1 John Carroll Blvd University Heights, OH 44118",1 John Carroll Blvd,,University Heights,OH,44118,,41.48833,-81.53409,676,Midwest,Ohio
Johns Hopkins University,"3400 North Charles Street Baltimore, MD 21218",3400 North Charles Street,,Baltimore,MD,21218,,39.32913,-76.61805,117,South,Maryland
Kalamazoo College,"1200 Academy Street Kalamazoo, MI 49006",1200 Academy Street,,Kalamazoo,MI,49006,,42.29051,-85.60115,436,Midwest,Michigan
Kansas State University,"119 Anderson Hall Manhattan, KS 66506-0102",119 Anderson Hall,,Manhattan,KS,66506-0102,,39.1861,-96.57952,118,Midwest,Kansas
Kean University,"1000 Morris Avenue Union, NJ 7083",1000 Morris Avenue,,Union,NJ,7083,,40.67848,-74.2343,339,Northeast,New Jersey
Keene State College,"229 Main St Keene, NH 3435",229 Main St,,Keene,NH,3435,,42.92756,-72.27788,119,Northeast,New Hampshire
Kennesaw State University,"1000 Chastain Road Kennesaw, GA 30144",1000 Chastain Road,,Kennesaw,GA,30144,,34.03262,-84.58292,120,South,Georgia
Kent State University,"800 East Summit Street Kent, OH 44240",800 East Summit Street,,Kent,OH,44240,,41.150275,-81.358293,121,Midwest,Ohio
Kenyon College,"103 College Rd Gambier, OH 43022",103 College Rd,,Gambier,OH,43022,,40.37549,-82.399013,122,Midwest,Ohio
Knox College,"2 E South St Galesburg, IL 61401",2 E South St,,Galesburg,IL,61401,,40.943714,-90.370401,123,Midwest,Illinois
Kutztown University,"15200 Kutztown Road Kutztown, PA 19530",15200 Kutztown Road,,Kutztown,PA,19530,,40.509696,-75.783995,124,Northeast,Pennsylvania
Lafayette College,"730 High St Easton, PA 18042",730 High St,,Easton,PA,18042,,40.699316,-75.209395,437,Northeast,Pennsylvania
Lake Erie College,"391 W Washington St Painesville, OH 44077",391 W Washington St,,Painesville,OH,44077,,41.71853,-81.24996,534,Midwest,Ohio
Lake Land College,"5001 Lake Land Blvd Mattoon, IL 61938",5001 Lake Land Blvd,,Mattoon,IL,61938,,39.41362,-88.37801,678,Midwest,Illinois
Las Positas College,"3000 Campus Hill Dr Livermore, CA 94551",3000 Campus Hill Dr,,Livermore,CA,94551,,37.70694,-121.79658,761,West,California
Lawrence University,"212 South Durkee Street Appleton, WI 54911",212 South Durkee Street,,Appleton,WI,54911,,44.26041,-88.40243,125,Midwest,Wisconsin
Lehigh University,"27 Memorial Dr W Bethlehem, PA 18015",27 Memorial Dr W,,Bethlehem,PA,18015,,40.607209,-75.379065,126,Northeast,Pennsylvania
Le Moyne College,"1419 Salt Springs Rd. Syracuse, NY 13214",1419 Salt Springs Rd.,,Syracuse,NY,13214,,43.04765,-76.08609,566,Northeast,New York
Lesley University,"29 Everett Street Cambridge, MA 2138",29 Everett Street,,Cambridge,MA,2138,,42.38016,-71.11723,127,Northeast,Massachusetts
Lewis and Clark College,"0615 Southwest Palatine Hill Road Portland, OR 97219",0615 Southwest Palatine Hill Road,,Portland,OR,97219,,45.4504,-122.6694,438,West,Oregon
Lewis University,"1 University Pkwy Romeoville, IL 60446",1 University Pkwy,,Romeoville,IL,60446,,41.60524,-88.07578,373,Midwest,Illinois
Linfield University,"900 SE Baker St McMinnville, OR 97128",900 SE Baker St,,McMinnville,OR,97128,,45.20178,-123.19956,562,West,Oregon
Lone Star College,"4141 Victory Dr Houston, TX 77088",4141 Victory Dr,,Houston,TX,77088,,29.86944,-95.46503,622,South,Texas
Long Beach City College,"4901 E Carson St. Long Beach, CA 90808",4901 E Carson St.,,Long Beach,CA,90808,,33.83253,-118.13527,500,West,California
Long Island University,"1 University Plaza Brooklyn, NY 11201",1 University Plaza,,Brooklyn,NY,11201,,40.6917,-73.98149,439,Northeast,New York
Los Angeles Valley College,"5800 Fulton Ave Valley Glen, CA 91401",5800 Fulton Ave,,Valley Glen,CA,91401,,34.17577,-118.4203,128,West,California
Louisiana College,"1140 College Dr Pineville, LA 71360",1140 College Dr,,Pineville,LA,71360,,31.326704,-92.426911,129,South,Louisiana
Louisiana State University,"125 East Boyd Drive Baton Rouge, LA 70808",125 East Boyd Drive,,Baton Rouge,LA,70808,,30.403237,-91.172472,440,South,Louisiana
Louisville State University,"156 Thomas Boyd Hall Baton Rouge, LA 70803",156 Thomas Boyd Hall,,Baton Rouge,LA,70803,,30.415001,-91.17892,130,South,Louisiana
Loyola Marymount University,"1 Loyola Marymount University Drive Los Angeles, CA 90045",1 Loyola Marymount University Drive,,Los Angeles,CA,90045,,33.96281,-118.4167,374,West,California
Loyola University Chicago,"1032 W Sheridan Rd Chicago, IL 60660",1032 W Sheridan Rd,,Chicago,IL,60660,,41.99869,-87.65717,131,Midwest,Illinois
Loyola University Maryland,"4501 North Charles Street Baltimore, MD 21210",4501 North Charles Street,,Baltimore,MD,21210,,39.34756,-76.61738,441,South,Maryland
Loyola University New Orleans,"6363 St Charles Ave New Orleans, LA 70118",6363 St Charles Ave,,New Orleans,LA,70118,,29.93398,-90.12145,766,South,Louisiana
Lutheran Theological Southern Seminary,"625 7th Ave NE Hickory, NC 28601",625 7th Ave NE,,Hickory,NC,28601,,35.73919,-81.32572,133,South,North Carolina
Luther College,"700 College Drive Decorah, IA 52101",700 College Drive,,Decorah,IA,52101,,43.31331,-91.79959,132,Midwest,Iowa
Macalester College,"62 Macalester St St. Paul, MN 55105",62 Macalester St,,St. Paul,MN,55105,,44.938821,-93.169695,134,Midwest,Minnesota
Manchester Community College,"60 Bidwell St Manchester, CT 06040",60 Bidwell St,,Manchester,CT,06040,,41.76433,-72.55476,490,Northeast,Connecticut
Manhatanville College,"2900 Purchase Street Purchase, NY 10577",2900 Purchase Street,,Purchase,NY,10577,,41.03048,-73.71283,135,Northeast,New York
